"","genres"
"720","pop,rap"
"721","edm,electro house,house,pop,progressive house"
"722","dance pop,hip hop,pop,pop rap,r&b,rap,southern hip hop,trap music"
"723","boy band,latin,latin pop,pop,reggaeton,tropical"
"724","latin,latin pop"
"725","baile pop,sertanejo pop,sertanejo universitario"
"726","baile pop,brazilian electronica,deep funk carioca,funk carioca"
"727","modern rock,rock,vegas indie"
"728","pop,post-teen pop"
"729","canadian pop,dance pop,pop,post-teen pop"
"730","dance pop,pop,post-teen pop"
"731","forro,sertanejo pop"
"732","dance pop,pop,post-teen pop,r&b"
"733","sertanejo,sertanejo pop,sertanejo universitario"
"734","brazilian electronica,brazilian hip hop"
"735","big room,dance pop,edm,pop,tropical house"
"736","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"737","pop rap,rap,trap music"
"738","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"739","deep funk carioca"
"740","hip hop,indie pop rap,pop,pop rap,rap"
"741","deep funk carioca"
"742","sertanejo,sertanejo pop,sertanejo tradicional,sertanejo universitario"
"743","brazilian hip hop"
"744","conscious hip hop,hip hop,pop rap,rap"
"745","reggaeton"
"746","dance pop,pop,post-teen pop,viral pop"
"747","k-pop"
"748","edm,electropop,pop,tropical house"
"749","sertanejo universitario"
"750","sertanejo universitario"
"751","brazilian electronica,sertanejo pop"
"752","pagode,sertanejo,sertanejo pop,sertanejo universitario"
"753","sertanejo pop"
"754","pagode,sertanejo,sertanejo pop,sertanejo universitario"
"755","sertanejo universitario"
"756","canadian pop,dance pop,pop,post-teen pop,viral pop"
"757","pop"
"758","dance pop,edm,pop"
"759","big room,edm,pop"
"760","sertanejo,sertanejo universitario"
"761","forro"
