"","genres"
"555","colombian pop,latin,latin pop,pop reggaeton,vallenato"
"556","pop,post-teen pop"
"557","reggaeton,trap latino"
"558","reggaeton"
"559","banda,norteno,regional mexican"
"560","latin,latin hip hop,reggaeton,trap latino,tropical"
"561","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"562","bachata,cubaton,latin,tropical"
"563","reggaeton flow,trap latino"
"564","latin pop,reggaeton"
"565","latin,latin hip hop,reggaeton,trap latino,tropical"
"566","latin,latin hip hop,pop,reggaeton,tropical"
"567","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"568","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"569","colombian pop,latin,tropical"
"570","hip hop,pop,pop rap,rap,southern hip hop,trap music"
"571","reggaeton,trap latino"
"572","boy band,latin,latin pop,pop,reggaeton,tropical"
"573","bachata,latin,tropical"
"574","latin,latin arena pop,latin pop,mexican pop,pop"
"575","dance pop,electropop,pop,post-teen pop"
"576","modern rock,rock,vegas indie"
"577","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"578","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"579","latin,latin pop"
"580","edm,electropop,pop,tropical house"
"581","latin,latin hip hop,reggaeton,trap latino,tropical"
"582","dance pop,latin,latin arena pop,latin pop,latin viral pop,mexican pop,pop"
"583","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"584","latin,reggaeton"
"585","reggaeton,trap latino"
"586","latin,reggaeton"
"587","pop"
"588","reggaeton,trap latino"
"589","dance pop,electro latino,latin,latin pop,pop,tropical"
"590","latin,reggaeton flow,trap latino,tropical"
"591","pop,rap"
"592","latin,latin hip hop,pop,reggaeton,tropical"
"593","latin arena pop,latin pop,latin viral pop,spanish pop"
"594","brostep,deep big room,edm,electro house,electronic trap,moombahton"
"595","dance pop,pop,post-teen pop"
"596","banda,norteno,regional mexican"
"597","edm,electro house,house,pop,progressive house"
"598","boy band,latin,latin pop,pop,reggaeton,tropical"
"599","pop"
"600","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"601","regional mexican"
"602","reggaeton flow,trap latino"
"603","reggaeton,trap latino"
"604","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"605","dance pop,pop,post-teen pop,viral pop"
"606","banda,norteno,regional mexican"
"607","modern rock,rock,vegas indie"
"608","colombian pop,latin,latin pop"
"609","dance pop,dancehall,pop,pop rap"
"610","colombian pop,latin pop"
"611","hip hop,indie pop rap,pop,pop rap,rap"
"612","banda,norteno,regional mexican"
"613","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"614","brostep,egyptian pop,pop,progressive electro house"
"615","dance pop,edm,electronic trap,pop,tropical house"
"616","banda,regional mexican"
"617","pop,post-teen pop"
"618","reggaeton,trap latino"
"619","latin,latin pop,reggaeton"
"620","rap dominicano,reggaeton flow"
"621","colombian pop,latin,latin pop"
"622","reggaeton"
"623","latin,latin pop"
"624","baile pop"
"625","reggaeton,trap latino"
"626","dance pop,latin pop,latin viral pop,pop,reggaeton"
"627","latin,latin hip hop,pop,reggaeton,tropical"
"628","latin,reggaeton flow,tropical"
"629","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"630","dance pop,latin,latin pop,pop,tropical"
"631","reggaeton,trap latino"
"632","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"633","reggaeton,trap latino"
"634","bachata,latin,tropical"
"635","pop,rap"
"636","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"637","colombian pop,latin pop"
"638","regional mexican"
"639","dance pop,pop,post-teen pop"
"640","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"641","dance pop,pop,post-teen pop"
"642","dance pop,latin,latin hip hop,latin pop,pop,pop reggaeton,reggaeton,tropical"
"643","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"644","pop"
"645","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"646","latin,reggaeton"
"647","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"648","reggaeton,trap latino"
"649","reggaeton flow,trap latino"
"650","latin,reggaeton"
"651","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"652","deep funk carioca"
"653","reggaeton"
"654","dance pop,pop,post-teen pop"
"655","pop"
"656","pop"
"657","banda,norteno,regional mexican"
"658","dance pop,pop,post-teen pop"
"659","reggaeton,trap latino"
"660","reggaeton,trap latino"
"661","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"662","emo rap"
"663","reggaeton"
"664","reggaeton,trap latino"
"665","pop,post-teen pop"
"666","colombian pop,latin,latin pop,pop reggaeton,vallenato"
"667","latin,latin hip hop,reggaeton,trap latino,tropical"
"668","bachata,cubaton,latin,tropical"
"669","reggaeton flow,trap latino"
"670","latin,latin hip hop,reggaeton,trap latino,tropical"
"671","latin pop,reggaeton"
"672","latin,latin hip hop,reggaeton flow,trap latino,tropical"
