"","genres"
"575","neo soul,pop,r&b,urban contemporary"
"576","canadian pop,pop,rap"
"577","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"578","dance pop,edm,pop,pop rap"
"579","dance pop,neo mellow,pop,post-teen pop,talent show"
"580","dance pop,pop,post-teen pop"
"581","hip hop,indie pop rap,pop,pop rap,rap"
"582","reggaeton flow,trap latino"
"583","dance pop,latin,latin pop,mexican pop,tropical"
"584","latin,latin hip hop,reggaeton,trap latino,tropical"
"585","indie pop,modern alternative rock,modern rock,neo-psychedelic"
"586","dance pop,pop,post-teen pop"
"587","indie r&b,pop"
"588","dance pop,neo mellow,pop,post-teen pop,viral pop"
"589","pop"
"590","big room,edm,pop,progressive house,tropical house"
"591","champeta,colombian pop,electro latino,latin,latin pop,pop,tropical"
"592","dance pop,edm,pop,post-teen pop,tropical house,uk funky"
"593","big room,edm,pop,progressive house,tropical house"
"594","reggaeton,trap latino"
"595","dance pop,edm,electronic trap,pop,tropical house"
"596","cantautor,latin,latin arena pop,latin pop,rock en espanol,tropical"
"597","banda,norteno,regional mexican"
"598","dance pop,edm,electronic trap,pop,tropical house"
"599","latin,reggaeton"
"600","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"601","colombian pop,latin,latin pop"
"602","reggaeton,trap latino"
"603","latin,latin pop,reggaeton"
"604","reggaeton"
"605","reggaeton,trap latino"
"606","latin,latin pop"
"607","latin,reggaeton flow,tropical"
"608","baile pop"
"609","dance pop,latin pop,latin viral pop,pop,reggaeton"
"610","latin,latin hip hop,pop,reggaeton,tropical"
"611","dance pop,latin,latin hip hop,latin pop,pop,pop reggaeton,reggaeton,tropical"
"612","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"613","dance pop,latin,latin pop,pop,tropical"
"614","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"615","colombian pop,latin pop"
"616","reggaeton,trap latino"
"617","bachata,latin,tropical"
"618","colombian pop,latin,tropical"
"619","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"620","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"621","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"622","dance pop,electro latino,latin,latin pop,pop,tropical"
"623","latin,latin arena pop,latin pop,mexican pop,pop"
"624","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
