"","genres"
"572","dance pop,edm,pop,post-teen pop,tropical house,uk funky"
"573","boy band,latin,latin pop,pop,reggaeton,tropical"
"574","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"575","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"576","latin pop,spanish pop,spanish pop rock"
"577","dance pop,edm,electro house,moombahton,pop,tropical house"
"578","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"579","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"580","reggaeton"
"581","argentine rock,latin alternative,latin rock,rock en espanol,rock nacional,ska argentino"
"582","edm,electropop,pop,tropical house"
"583","latin alternative,latin pop"
"584","cumbia chilena"
"585","dance pop,pop,post-teen pop"
"586","reggaeton flow,trap latino"
"587","latin,reggaeton flow,trap latino,tropical"
"588","dance pop,pop,post-teen pop"
"589",""
"590","brostep,egyptian pop,pop,progressive electro house"
"591","deep funk carioca"
"592","dance pop,latin,latin pop,mexican pop,pop,pop quebecois,tropical"
"593","edm,pop,tropical house"
"594","latin,latin arena pop,latin pop,mexican pop"
"595","reggaeton flow,trap latino"
"596","latin,latin arena pop,latin pop,mexican pop,pop"
"597",""
"598","big room,edm,pop,progressive house,tropical house"
"599","canadian pop,pop,rap"
"600","reggaeton,trap latino"
"601","latin,latin pop"
"602","reggaeton"
"603","colombian pop,latin,latin pop"
"604","reggaeton,trap latino"
"605","latin,latin pop,reggaeton"
"606","reggaeton,trap latino"
"607","colombian pop,latin,tropical"
"608","dance pop,latin,latin pop,pop,tropical"
"609","dance pop,latin pop,latin viral pop,pop,reggaeton"
"610","latin,reggaeton flow,tropical"
"611","deep funk carioca"
"612","dance pop,latin,latin hip hop,latin pop,pop,pop reggaeton,reggaeton,tropical"
"613","bachata,latin,tropical"
"614","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"615","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"616","baile pop"
"617","latin,latin arena pop,latin pop,mexican pop,pop"
"618","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"619","latin,latin hip hop,pop,reggaeton,tropical"
"620","reggaeton,trap latino"
"621","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"622","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"623","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"624","reggaeton,trap latino"
"625","latin,reggaeton"
"626","colombian pop,latin pop"
"627","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"628","dance pop,pop,post-teen pop"
"629","latin,reggaeton"
"630","reggaeton"
